mal_id,title_english,title_japanese,synonyms,media_type,status,num_episodes,start_date,mean,rank,popularity,num_scoring_users,members,source,rating,studios,genres,themes,synopsis
38985,The Wonderland,バースデー・ワンダーランド,Chikashitsu kara no Fushigi na Tabi|The Wonderland,movie,finished_airing,1,2019-04-26,6.56,7537,5128,7381,23826,book,pg_13,Signal.MD,Adventure|Fantasy|Isekai,Isekai,"The day before her birthday, Akane is asked to retrieve her birthday present from her aunt Chi's shop. While looking around, she chances upon a mysterious slab with a hand-shaped cavity in it. Curious, she places her hand in it, and—to her surprise—it fits perfectly. The next thing she knows, a strange alchemist named Hippocrates and his apprentice Pipo appear, calling Akane the legendary ""Goddess of the Green Wind.""

The two eccentrics claim to be from a different world connected to the shop's basement. With the peace of their world in jeopardy, Hippocrates and Pipo seek the help of the only one capable of saving it from destruction: Akane. Forced to accompany them on a journey to restore the land's harmony, Akane—with her aunt in tow—sets off to discover a magical new place.

[Written by MAL Rewrite]"
50250,Chiikawa,ちいかわ,N/A,tv,currently_airing,0,2022-04-04,8.59,115,5521,6052,19829,web_manga,g,Doga Kobo,Slice of Life,Isekai|Martial Arts|Reincarnation,"What's a Chiikawa? No one really knows, but everyone can see they're small, they're cute, and they're always having a fun time! Join them as they explore their surreal world with the sharp humor and clever antics that make the Chiikawa irresistible.

(Source: HIDIVE, edited)"
59467,The Wrong Way to Use Healing Magic Season 2,治癒魔法の間違った使い方 第2期,N/A,tv,not_yet_aired,0,N/A,,,3859,0,44149,light_novel,pg_13,N/A,Action|Adventure|Fantasy|Isekai,Isekai,Second season of Chiyu Mahou no Machigatta Tsukaikata.
38990,Scumbag System,穿书自救指南,Ren Zha Fanpai Zijiu Xitong|The Scum Villain's Self-Saving System|Scumbag Villain|クズ悪役の自己救済システム|Kuzu Akuyaku no Jiko Kyuusai System,ona,finished_airing,10,2020-09-10,7.74,1301,5182,11380,23224,web_novel,r,Djinn Power,Comedy|Drama|Fantasy|Historical|Isekai,Isekai,"Shen Yuan has read enough xianxia novels to know that the protagonist will somehow cultivate the demonic path, take revenge on his scumbag master, and gain a massive harem along the way. So when he unexpectedly transmigrates into the world of Proud Immortal Demon Way, he knows exactly how the story is going to proceed. However, he does not get to play the role of the protagonist, but instead he becomes the scumbag master destined to suffer a humiliating defeat.

Shen Yuan, now known as cultivation master Shen Qingqiu, makes it his mission to change his fate so that he does not fall to his disciple, Luo Binghe, the protagonist of the novel. Trying to break away from the cruel personality of the original Shen Qingqiu seems impossible as any uncharacteristic behavior is blocked by a monitoring system meant to keep him from derailing the plot.

Shen Yuan must find a way to befriend Luo Binghe so that he has no reason to seek revenge on his teacher in the future. But with the set series of tragedies meant to befall the protagonist at the hands of Shen Qingqiu, this teacher has his work cut out for him.

[Written by MAL Rewrite]"
12367,Shining Hearts: Shiawase no Pan,シャイニング・ハーツ 〜幸せのパン〜,Shining Hearts: Bread of Happiness,tv,finished_airing,12,2012-04-13,6.14,10082,3675,17892,47786,game,pg_13,Production I.G,Action|Fantasy|Gourmet|Isekai|Workplace,Isekai,"One day, a mysterious girl named Kaguya was washed ashore the island of Wyndaria after a great storm. She encounters Rick, a swordsman who wound up working at the island's bakery. Apparently, Kaguya is suffering from having lost her memories and emotions. In addition, the usually peaceful Wyndaria is now swarming with pirates who came seeking for the special spirit stone that is worn around Kaguya's neck. Knowing the situation, Rick and his co-workers, Nellis, Amyl, and Aerie decided to bring back peace to island and help Kaguya regain her lost memories and emotions. 

(Source: Wikipedia)"
56400,"Demon Lord, Retry! R",魔王様、リトライ! R,N/A,tv,finished_airing,12,2024-10-05,5.92,11250,3469,21240,52929,web_manga,pg_13,Gekkou,Action|Adventure|Fantasy|Isekai,Isekai,"With Rabbi Village greatly expanding under the management of his subordinates Isami Tahara and Yuu Kirino, Hakuto Kunai can now resume his adventures while looking for items to counteract magic. He begins his search at the Prison Labyrinth in Rookie Town, where a secret laboratory deep within the dungeon gives him insight into technology that is far more advanced and dangerous than anything in the rest of the world.

Meanwhile, Rabbi Village has gained unwanted international attention from the newly formed Queendom of Xenobia, which wishes to drive a wedge between the Holy Kingdom of Light and the State of Right. But with Kunai's newly summoned aide, Akane Fujisaki, at his disposal, things may not go as the Queendom plans.

[Written by MAL Rewrite]"
49233,Saga of Tanya the Evil II,幼女戦記 II,The Military Chronicles of a Little Girl II|Youjo Senki 2nd Season,tv,not_yet_aired,0,2026-07,,,1401,2,198245,light_novel,r,Nut,Action|Fantasy|Isekai|Military|Reincarnation,Isekai|Reincarnation,Second season of Youjo Senki.
52308,Why Raeliana Ended up at the Duke's Mansion,彼女が公爵邸に行った理由,Geunyeoga Gongjagjeolo Gaya Haessdeon Sajeong|그녀가 공작저로 가야 했던 사정,tv,finished_airing,12,2023-04-10,7.53,2031,1408,91861,196670,web_manga,pg_13,Typhoon Graphics,Fantasy|Isekai|Reincarnation|Romance,Isekai|Reincarnation,"When, after her sudden death, Rinko Hanasaki is reborn as Raeliana McMillan, she is not sure whether to curse her luck. Raeliana was a minor character in a novel Rinko read, and as the eldest daughter of a nouveau-riche baron, she led a carefree life until her unfortunate demise at the hands of her fiancé, Lord Francis Brooks. To avoid her destined fate, Raeliana is determined to end her engagement with Francis.

However, when Francis refuses to break things off, Raeliana decides to seek help from someone of higher standing and approaches Duke Noah Wynknight—the novel's male protagonist. Using her knowledge of the plot, Raeliana captures the duke's interest by proposing a deal: she will not expose his secrets if Noah agrees to act as her fiancé. Little does she know that getting involved with a duke who only shows his true colors around her may lead to more than she bargained for.

[Written by MAL Rewrite]"
49236,Saga of Tanya the Evil: Operation Desert Pasta,幼女戦記 砂漠のパスタ大作戦,N/A,ona,finished_airing,1,2021-06-19,7.46,2360,2918,36784,72197,light_novel,pg_13,Nut,Action|Fantasy|Isekai|Military|Reincarnation,Isekai|Reincarnation,"The 203rd Air Mage Battalion led by Tanya is forced to fight in the southern desert, the front line. In an effort to provide some food for the harsh conditions, Colonel Rerugen sent dried pasta to the battlefield. Will Tanya and the others be able to eat the delicious pasta under the conditions of water shortage?

(Source: AniDB)"
37973,Maerchen Maedchen,メルヘン・メドヘン,Märchen Mädchen Episodes 11 and 12,special,finished_airing,2,2019-04-25,6.03,10682,8466,2817,6795,light_novel,pg_13,Hoods Entertainment,Fantasy|Isekai|School,Isekai,"Episodes 11 and 12 of Märchen Mädchen, included on the sixth Blu-ray/DVD volume."
7254,Harukanaru Toki no Naka de 3: Owarinaki Unmei,遙かなる時空の中で3 終わりなき運命,In a Distant Time 3: Neverending Destiny|Haruka Naru Toki no Naka de 3: Owarinaki Unmei,tv_special,finished_airing,1,2010-01-04,6.68,6786,10582,1142,3627,visual_novel,pg_13,Yumeta Company,Action|Fantasy|Historical|Isekai|Military|Time Travel,Isekai,"The war between the Heike clan and the Genji clan continues. This time, Nozomi has to fight a powerful supernatural enemy and make a choice: protect her friends and stay by Kurou's side, or choose her first love, Masaomi, which is the leader of the Heike, and her enemy. "
42072,She Professed Herself Pupil of the Wise Man,賢者の弟子を名乗る賢者,Kendeshi,tv,finished_airing,12,2022-01-12,6.34,8893,1835,58852,143398,light_novel,pg_13,Studio A-CAT,Adventure|Fantasy|Isekai|Magical Sex Shift,Isekai,"With a dignified veteran's body and a long white beard, summoner mage Dunbalf was one of the strongest player characters in the virtual reality online multiplayer roleplaying game Ark Earth Online, even heralded as a one-man army. Together with the ""Nine Wise Mages"" and King Solomon, they formed the mage player Kingdom of Alcait. But one day, Dunbalf and the other Nine Wise Mages suddenly go missing, leaving no trace behind.

In an effort to spend his expiring credits, Dunbalf had purchased a cosmetic kit and tinkered with his character; however, he accidentally fell asleep during the customization process. Upon waking up, Dunbalf not only notices that the world of Ark Earth Online has become more realistic, but also discovers that he has turned into a cute girl! After reaching Alcait, he learns it has been 30 years since he supposedly disappeared.

Now tasked with finding the other missing mages by King Solomon, the avid role player proclaims his new identity as Mira—the Pupil of the Wise Man Dunbalf—and ventures forth to prove his legacy.

[Written by MAL Rewrite]
"
34904,Saga of Tanya the Evil: War Report,幼女戦記 第6.5話「戦況報告」,Youjo Senki Episode 6.5|Youjo Senki Recap,tv_special,finished_airing,1,2017-02-17,6.73,6491,4004,20688,41334,light_novel,r,Nut,Action|Fantasy|Isekai|Military|Reincarnation,Isekai|Reincarnation,Recap of the first 6 episodes of Youjo Senki.
57434,Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen Specials,N/A,N/A,special,finished_airing,2,2023-07-28,6.53,7773,11871,858,2534,manga,pg_13,8bit,Fantasy|Isekai|Shounen,Isekai,"Unreleased scenes from the movie included in the BD/DVD release: ""Intermission: Kurobee's Blacksmith Workshop"" and ""Intermission: Gabiru and Wyvern"".

(Source: Official Website)"
53341,Pick Me Up! Pilot,N/A,N/A,ona,finished_airing,1,2022-06-09,5.45,13312,18037,244,541,web_novel,pg_13,N/A,Action|Isekai|Video Game,Isekai,
50290,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 2nd Season,腐男子召喚〜異世界で神獣にハメられました〜 2nd,N/A,ona,finished_airing,3,2021-11-03,5.78,11967,13434,539,1595,web_manga,pg_13,AQUA ARIS,Boys Love|Fantasy|Isekai,Isekai,Second season of Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita.
37984,"So I'm a Spider, So What?",蜘蛛ですが、なにか？,N/A,tv,finished_airing,24,2021-01-08,7.44,2426,506,269140,506811,light_novel,pg_13,Millepensee,Action|Adventure|Comedy|Fantasy|Isekai|Reincarnation,Isekai|Reincarnation,"The day is as normal as it can be in high school as the students peacefully go about their everyday activities until an unprecedented catastrophe strikes the school, killing every person in its wake. Guided by what seems to be a miracle, a handful of students are fortunate enough to be reincarnated into another world as nobles, princes, and other kinds of people with prestigious backgrounds.

One girl, however, is not so lucky. Being reborn as a spider of the weakest kind, she immediately experiences the hardships of her dire situation. Even so, she must press on to survive the numerous threats that endanger her life. Discovering that her new world has a system like that of an RPG, she tries her best to hunt prey and defeat monsters to level up and evolve. As she gradually grows stronger, she hopes one day her efforts will be rewarded, and that she will be granted a better life.

[Written by MAL Rewrite]"
